zfin_id,zfin_symbol,zfin_name
ZDB-GENE-030131-1077,hnf4a,"hepatocyte nuclear factor 4, alpha"
ZDB-GENE-030131-108,arfgef1,ADP-ribosylation factor guanine nucleotide-exchange factor 1 (brefeldin A-inhibited)
ZDB-GENE-030131-1092,mtif2,mitochondrial translational initiation factor 2
ZDB-GENE-030131-1096,prdx4,peroxiredoxin 4
ZDB-GENE-030131-1144,tat,tyrosine aminotransferase
ZDB-GENE-030131-1145,map1lc3b,microtubule-associated protein 1 light chain 3 beta
ZDB-GENE-030131-1205,agt,angiotensinogen
ZDB-GENE-030131-1213,slc2a2,solute carrier family 2 member 2
ZDB-GENE-030131-1226,nqo1,"NAD(P)H dehydrogenase, quinone 1"
ZDB-GENE-030131-1228,h1-10,H1.10 linker histone
ZDB-GENE-030131-1229,acta2,"actin alpha 2, smooth muscle"
ZDB-GENE-030131-1233,uap1,UDP-N-acetylglucosamine pyrophosphorylase 1
ZDB-GENE-030131-1238,gmpr2,guanosine monophosphate reductase 2
ZDB-GENE-030131-124,atp5f1b,ATP synthase F1 subunit beta
ZDB-GENE-030131-1247,dpp3,dipeptidyl-peptidase 3
ZDB-GENE-030131-1249,dhrs9,dehydrogenase/reductase (SDR family) member 9
ZDB-GENE-030131-1259,hp,haptoglobin
ZDB-GENE-030131-1262,serping1,"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1"
ZDB-GENE-030131-1280,pik3r1,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)"
ZDB-GENE-030131-1291,rpl3,ribosomal protein L3
ZDB-GENE-030131-1296,zfyve21,"zinc finger, FYVE domain containing 21"
ZDB-GENE-030131-1301,trabd,TraB domain containing
ZDB-GENE-030131-1312,cd68,CD68 molecule
ZDB-GENE-030131-1324,shbg,sex hormone-binding globulin
ZDB-GENE-030131-1325,chpt1,choline phosphotransferase 1
ZDB-GENE-030131-1329,st6galnac3,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
ZDB-GENE-030131-1332,ecsit,ECSIT signaling integrator
ZDB-GENE-030131-1334,arg2,arginase 2
ZDB-GENE-030131-1348,nprl3,"NPR3-like, GATOR1 complex subunit"
ZDB-GENE-030131-1365,tomm40,translocase of outer mitochondrial membrane 40 homolog (yeast)
ZDB-GENE-030131-1368,serhl,serine hydrolase like
ZDB-GENE-030131-1378,plpbp,pyridoxal phosphate binding protein
ZDB-GENE-030131-1380,upb1,"ureidopropionase, beta"
ZDB-GENE-030131-1390,aco2,"aconitase 2, mitochondrial"
ZDB-GENE-030131-1394,pask,PAS domain containing serine/threonine kinase
ZDB-GENE-030131-1411,plg,plasminogen
ZDB-GENE-030131-1414,septin6,septin 6
ZDB-GENE-030131-1421,serpina1,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1"
ZDB-GENE-030131-1423,znf654,zinc finger protein 654
ZDB-GENE-030131-1426,cc2d1b,coiled-coil and C2 domain containing 1B
ZDB-GENE-030131-1428,prex1,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1"
ZDB-GENE-030131-1435,dus1l,dihydrouridine synthase 1-like (S. cerevisiae)
ZDB-GENE-030131-145,timm44,translocase of inner mitochondrial membrane 44 homolog (yeast)
ZDB-GENE-030131-1452,alox12,arachidonate 12-lipoxygenase
ZDB-GENE-030131-1458,hsf2bp,heat shock transcription factor 2 binding protein
ZDB-GENE-030131-146,ccar1,cell division cycle and apoptosis regulator 1
ZDB-GENE-030131-1473,ubr3,ubiquitin protein ligase E3 component n-recognin 3
ZDB-GENE-030131-1495,zrsr2,"zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2"
ZDB-GENE-030131-1505,znf770,zinc finger protein 770
ZDB-GENE-030131-1506,tia1,TIA1 cytotoxic granule-associated RNA binding protein
ZDB-GENE-030131-1516,blvrb,biliverdin reductase B
ZDB-GENE-030131-1517,map2k5,mitogen-activated protein kinase kinase 5
ZDB-GENE-030131-1518,pde4dip,phosphodiesterase 4D interacting protein
ZDB-GENE-030131-1528,polrmt,polymerase (RNA) mitochondrial (DNA directed)
ZDB-GENE-030131-1531,atp6v0d1,ATPase H+ transporting V0 subunit d1
ZDB-GENE-030131-1533,ldlrad3,low density lipoprotein receptor class A domain containing 3
ZDB-GENE-030131-1534,lnpep,leucyl/cystinyl aminopeptidase
ZDB-GENE-030131-1535,ubr7,ubiquitin protein ligase E3 component n-recognin 7
ZDB-GENE-030131-1558,cnot9,CCR4-NOT transcription complex subunit 9
ZDB-GENE-030131-1566,slc26a5,solute carrier family 26 member 5
ZDB-GENE-030131-1571,fmnl3,formin-like 3
ZDB-GENE-030131-1574,anapc5,anaphase promoting complex subunit 5
ZDB-GENE-030131-1582,ttll9,"tubulin tyrosine ligase-like family, member 9"
ZDB-GENE-030131-1598,cd164,"CD164 molecule, sialomucin"
ZDB-GENE-030131-1599,p3h4,prolyl 3-hydroxylase family member 4 (inactive)
ZDB-GENE-030131-1613,otop1,otopetrin 1
ZDB-GENE-030131-1620,plxnc1,plexin C1
ZDB-GENE-030131-1623,nanos1,nanos homolog 1
ZDB-GENE-030131-1633,atg7,ATG7 autophagy related 7 homolog (S. cerevisiae)
ZDB-GENE-030131-1650,rexo1,"REX1, RNA exonuclease 1 homolog"
ZDB-GENE-030131-1658,efs,embryonal Fyn-associated substrate
ZDB-GENE-030131-1665,wdhd1,WD repeat and HMG-box DNA binding protein 1
ZDB-GENE-030131-1677,eml5,EMAP like 5
ZDB-GENE-030131-168,rpl13a,ribosomal protein L13a
ZDB-GENE-030131-1689,nup50,nucleoporin 50
ZDB-GENE-030131-1695,cdca4,cell division cycle associated 4
ZDB-GENE-030131-1699,clcn3,Cl-/H+ antiporter 3
ZDB-GENE-030131-1704,zbtb40,zinc finger and BTB domain containing 40
ZDB-GENE-030131-1715,appbp2,amyloid beta precursor protein (cytoplasmic tail) binding protein 2
ZDB-GENE-030131-1717,ell2,elongation factor for RNA polymerase II 2
ZDB-GENE-030131-1723,trappc11,trafficking protein particle complex subunit 11
ZDB-GENE-030131-1725,nktr,natural killer cell triggering receptor
ZDB-GENE-030131-1735,cabin1,calcineurin binding protein 1
ZDB-GENE-030131-1736,exosc8,exosome component 8
ZDB-GENE-030131-1740,cers5,ceramide synthase 5
ZDB-GENE-030131-1747,lin9,lin-9 DREAM MuvB core complex component
ZDB-GENE-030131-1770,tm7sf3,transmembrane 7 superfamily member 3
ZDB-GENE-030131-1783,lrch1,leucine-rich repeats and calponin homology (CH) domain containing 1
ZDB-GENE-030131-179,ist1,IST1 factor associated with ESCRT-III
ZDB-GENE-030131-1796,phf14,PHD finger protein 14
ZDB-GENE-030131-1798,optc,opticin
ZDB-GENE-030131-18,ddx17,DEAD-box helicase 17
ZDB-GENE-030131-180,cd63,CD63 molecule
ZDB-GENE-030131-1826,ace,angiotensin I converting enzyme (peptidyl-dipeptidase A) 1
ZDB-GENE-030131-1830,smurf2,SMAD specific E3 ubiquitin protein ligase 2
ZDB-GENE-030131-1833,ankrd13a,ankyrin repeat domain 13A
ZDB-GENE-030131-1835,smarcd1,SWI/SNF related BAF chromatin remodeling complex subunit D1
ZDB-GENE-030131-184,ctdsp2,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2"
ZDB-GENE-030131-1862,fignl1,fidgetin-like 1
ZDB-GENE-030131-1868,alpk2,alpha-kinase 2
ZDB-GENE-030131-1873,pphln1,periphilin 1
ZDB-GENE-030131-1874,col13a1,"collagen, type XIII, alpha 1"
ZDB-GENE-030131-1902,pkn3,protein kinase N3
ZDB-GENE-030131-1904,pik3cb,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta"
ZDB-GENE-030131-1917,racgap1,Rac GTPase activating protein 1
ZDB-GENE-030131-1923,snx4,sorting nexin 4
ZDB-GENE-030131-1927,ddx41,DEAD (Asp-Glu-Ala-Asp) box polypeptide 41
ZDB-GENE-030131-1928,tmem39a,transmembrane protein 39A
ZDB-GENE-030131-1936,lasp1,LIM and SH3 protein 1
ZDB-GENE-030131-1946,wsb1,WD repeat and SOCS box containing 1
ZDB-GENE-030131-1949,usp8,ubiquitin specific peptidase 8
ZDB-GENE-030131-1957,chac1,"ChaC, cation transport regulator homolog 1 (E. coli)"
ZDB-GENE-030131-1959,gtf2h2,"general transcription factor IIH, polypeptide 2"
ZDB-GENE-030131-1968,troap,trophinin associated protein
ZDB-GENE-030131-1980,drc4,dynein regulatory complex subunit 4
ZDB-GENE-030131-1986,cd99l2,CD99 molecule-like 2
ZDB-GENE-030131-1988,flrt3,fibronectin leucine rich transmembrane 3
ZDB-GENE-030131-1998,cep85,centrosomal protein 85
ZDB-GENE-030131-202,ddx20,DEAD (Asp-Glu-Ala-Asp) box polypeptide 20
ZDB-GENE-030131-2022,rps28,ribosomal protein S28
ZDB-GENE-030131-2025,rpl10a,ribosomal protein L10a
ZDB-GENE-030131-204,taf9,"TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
ZDB-GENE-030131-2042,vps35,VPS35 retromer complex component
ZDB-GENE-030131-2052,klhl31,kelch-like family member 31
ZDB-GENE-030131-2056,clcn6,Cl-/H+ antiporter 6
ZDB-GENE-030131-2063,znf618,zinc finger protein 618
ZDB-GENE-030131-2064,tbc1d30,"TBC1 domain family, member 30"
ZDB-GENE-030131-207,ndnf,neuron-derived neurotrophic factor
ZDB-GENE-030131-2074,pum1,pumilio RNA-binding family member 1
ZDB-GENE-030131-2081,tomm34,translocase of outer mitochondrial membrane 34
ZDB-GENE-030131-2085,rpl14,ribosomal protein L14
ZDB-GENE-030131-2140,setd2,"SET domain containing 2, histone lysine methyltransferase"
ZDB-GENE-030131-2145,flna,"filamin A, alpha (actin binding protein 280)"
ZDB-GENE-030131-2146,mphosph10,M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)
ZDB-GENE-030131-215,cfl1,cofilin 1
ZDB-GENE-030131-2165,nfyc,"nuclear transcription factor Y, gamma"
ZDB-GENE-030131-2168,apoc2,apolipoprotein C-II
ZDB-GENE-030131-2179,cemip2,cell migration inducing hyaluronidase 2
ZDB-GENE-030131-2184,lsg1,large 60S subunit nuclear export GTPase 1
ZDB-GENE-030131-2194,fbxo34,F-box protein 34
ZDB-GENE-030131-2196,ylpm1,YLP motif containing 1
ZDB-GENE-030131-2201,bhlha9,"basic helix-loop-helix family, member a9"
ZDB-GENE-030131-2202,slc35h1,solute carrier family 35 member H1
ZDB-GENE-030131-2207,zc4h2,"zinc finger, C4H2 domain containing"
ZDB-GENE-030131-2209,mtg2,mitochondrial ribosome-associated GTPase 2
ZDB-GENE-030131-2214,crtc2,CREB regulated transcription coactivator 2
ZDB-GENE-030131-2220,fntb,"farnesyltransferase, CAAX box, subunit beta"
ZDB-GENE-030131-223,ssb,small RNA binding exonuclease protection factor La
ZDB-GENE-030131-2248,dennd5b,DENN/MADD domain containing 5B
ZDB-GENE-030131-2260,znf280d,zinc finger protein 280D
ZDB-GENE-030131-2281,col4a5,"collagen, type IV, alpha 5 (Alport syndrome)"
ZDB-GENE-030131-2286,vkorc1,"vitamin K epoxide reductase complex, subunit 1"
ZDB-GENE-030131-2291,cc2d2a,coiled-coil and C2 domain containing 2A
ZDB-GENE-030131-2293,arl4d,ADP-ribosylation factor-like 4D
ZDB-GENE-030131-2308,pik3r5,"phosphoinositide-3-kinase, regulatory subunit 5"
ZDB-GENE-030131-2310,stard7,StAR related lipid transfer domain containing 7
ZDB-GENE-030131-2327,tmx1,thioredoxin-related transmembrane protein 1
ZDB-GENE-030131-2332,eif4ebp1,eukaryotic translation initiation factor 4E binding protein 1
ZDB-GENE-030131-2333,hexb,hexosaminidase B (beta polypeptide)
ZDB-GENE-030131-2341,med24,mediator complex subunit 24
ZDB-GENE-030131-2348,vapb,VAMP (vesicle-associated membrane protein)-associated protein B and C
ZDB-GENE-030131-235,cdca5,cell division cycle associated 5
ZDB-GENE-030131-2360,galnt1,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1
ZDB-GENE-030131-2361,ackr5,atypical chemokine receptor 5
ZDB-GENE-030131-2365,pdcl,phosducin-like
ZDB-GENE-030131-2374,dcaf15,DDB1 and CUL4 associated factor 15
ZDB-GENE-030131-2403,tut4,terminal uridylyl transferase 4
ZDB-GENE-030131-2408,zmym2,"zinc finger, MYM-type 2"
ZDB-GENE-030131-2412,hspa4l,heat shock protein 4 like
ZDB-GENE-030131-2415,cav1,caveolin 1
ZDB-GENE-030131-2427,col7a1,"collagen, type VII, alpha 1"
ZDB-GENE-030131-2433,midn,midnolin
ZDB-GENE-030131-2453,top2a,DNA topoisomerase II alpha
ZDB-GENE-030131-246,vrk3,VRK serine/threonine kinase 3
ZDB-GENE-030131-2466,dbr1,debranching RNA lariats 1
ZDB-GENE-030131-2469,rnaseh2c,"ribonuclease H2, subunit C"
ZDB-GENE-030131-2474,atp8b2,ATPase phospholipid transporting 8B2
ZDB-GENE-030131-2480,hspb8,heat shock protein b8
ZDB-GENE-030131-2485,gdi2,GDP dissociation inhibitor 2
ZDB-GENE-030131-2492,sf1,splicing factor 1
ZDB-GENE-030131-2508,rsad1,radical S-adenosyl methionine domain containing 1
ZDB-GENE-030131-251,cfhl4,complement factor H like 4
ZDB-GENE-030131-2513,rnaset2,ribonuclease T2
ZDB-GENE-030131-2517,plekhg6,"pleckstrin homology domain containing, family G (with RhoGef domain) member 6"
ZDB-GENE-030131-2519,tnrc6a,trinucleotide repeat containing adaptor 6A
ZDB-GENE-030131-2523,tfcp2,transcription factor CP2
ZDB-GENE-030131-2535,akap10,A kinase (PRKA) anchor protein 10
ZDB-GENE-030131-2538,shc1,SHC (Src homology 2 domain containing) transforming protein 1
ZDB-GENE-030131-2542,znf217,zinc finger protein 217
ZDB-GENE-030131-2547,dennd2b,DENN domain containing 2B
ZDB-GENE-030131-2552,slc52a2,solute carrier family 52 member 2
ZDB-GENE-030131-2559,scyl3,"SCY1-like, kinase-like 3"
ZDB-GENE-030131-2560,gas2l3,growth arrest-specific 2 like 3
ZDB-GENE-030131-2568,mcmdc2,minichromosome maintenance domain containing 2
ZDB-GENE-030131-2575,prpf6,PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae)
ZDB-GENE-030131-2579,kpnb1,karyopherin (importin) beta 1
ZDB-GENE-030131-2581,nsd2,nuclear receptor binding SET domain protein 2
ZDB-GENE-030131-2592,sfmbt1,Scm like with four mbt domains 1
ZDB-GENE-030131-2621,urb2,URB2 ribosome biogenesis homolog
ZDB-GENE-030131-2628,mex3b,mex-3 RNA binding family member B
ZDB-GENE-030131-263,prpf19,pre-mRNA processing factor 19
ZDB-GENE-030131-2638,stt3b,STT3 oligosaccharyltransferase complex catalytic subunit B
ZDB-GENE-030131-264,serpinc1,"serpin peptidase inhibitor, clade C (antithrombin), member 1"
ZDB-GENE-030131-2642,dnaja1,DnaJ heat shock protein family (Hsp40) member A1
ZDB-GENE-030131-2646,nsrp1,nuclear speckle splicing regulatory protein 1
ZDB-GENE-030131-2649,mtmr14,myotubularin related protein 14
ZDB-GENE-030131-267,brd4,bromodomain containing 4
ZDB-GENE-030131-2670,klc2,kinesin light chain 2
ZDB-GENE-030131-2671,klhl13,kelch-like family member 13
ZDB-GENE-030131-269,tmed2,transmembrane p24 trafficking protein 2
ZDB-GENE-030131-2694,gtf2a1,"general transcription factor IIA, 1"
ZDB-GENE-030131-2696,bin3,bridging integrator 3
ZDB-GENE-030131-2702,tsc2,TSC complex subunit 2
ZDB-GENE-030131-2709,prdm14,PR domain containing 14
ZDB-GENE-030131-2712,mon2,"MON2 homolog, regulator of endosome-to-Golgi trafficking"
ZDB-GENE-030131-2714,pigc,"phosphatidylinositol glycan anchor biosynthesis, class C"
ZDB-GENE-030131-274,prpf40a,PRP40 pre-mRNA processing factor 40 homolog A
ZDB-GENE-030131-2752,plekhm1,"pleckstrin homology domain containing, family M (with RUN domain) member 1"
ZDB-GENE-030131-2767,ndfip1,Nedd4 family interacting protein 1
ZDB-GENE-030131-2772,c1galt1c1,C1GALT1-specific chaperone 1
ZDB-GENE-030131-2773,trim33,tripartite motif containing 33
ZDB-GENE-030131-2774,bcar1,"BCAR1 scaffold protein, Cas family member"
ZDB-GENE-030131-2797,fbxo38,F-box protein 38
ZDB-GENE-030131-2799,adi1,acireductone dioxygenase 1
ZDB-GENE-030131-2804,dyrk2,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2
ZDB-GENE-030131-2805,podxl,podocalyxin-like
ZDB-GENE-030131-2808,polr2g,RNA polymerase II subunit G
ZDB-GENE-030131-2809,det1,DET1 partner of COP1 E3 ubiquitin ligase
ZDB-GENE-030131-2810,acbd6,acyl-CoA binding domain containing 6
ZDB-GENE-030131-2816,slitrk6,"SLIT and NTRK-like family, member 6"
ZDB-GENE-030131-2829,sp1,sp1 transcription factor
ZDB-GENE-030131-2838,supv3l1,SUV3-like helicase
ZDB-GENE-030131-2841,snrpa,small nuclear ribonucleoprotein polypeptide A
ZDB-GENE-030131-2843,ess2,ess-2 spliceosome associated protein
ZDB-GENE-030131-2845,stk3,"serine/threonine kinase 3 (STE20 homolog, yeast)"
ZDB-GENE-030131-2854,asmtl,acetylserotonin O-methyltransferase-like
ZDB-GENE-030131-2860,sgk1,serum/glucocorticoid regulated kinase 1
ZDB-GENE-030131-2873,taf13,TATA-box binding protein associated factor 13
ZDB-GENE-030131-2878,iqgap2,IQ motif containing GTPase activating protein 2
ZDB-GENE-030131-2879,tmem209,transmembrane protein 209
ZDB-GENE-030131-2887,polr3b,polymerase (RNA) III (DNA directed) polypeptide B
ZDB-GENE-030131-2900,txlna,taxilin alpha
ZDB-GENE-030131-2905,fanci,FA complementation group I
ZDB-GENE-030131-2906,lpgat1,lysophosphatidylglycerol acyltransferase 1
ZDB-GENE-030131-2908,cyp26b1,"cytochrome P450, family 26, subfamily b, polypeptide 1"
ZDB-GENE-030131-2912,mtres1,mitochondrial transcription rescue factor 1
ZDB-GENE-030131-2921,dlat,dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)
ZDB-GENE-030131-2928,chkb,choline kinase beta
ZDB-GENE-030131-2934,ptpn3,protein tyrosine phosphatase non-receptor type 3
ZDB-GENE-030131-2939,cdk16,cyclin dependent kinase 16
ZDB-GENE-030131-294,maea,"macrophage erythroblast attacher, E3 ubiquitin ligase"
ZDB-GENE-030131-2941,suco,SUN domain containing ossification factor
ZDB-GENE-030131-2957,trim37,tripartite motif containing 37
ZDB-GENE-030131-2958,cstf1,"cleavage stimulation factor, 3' pre-RNA, subunit 1"
ZDB-GENE-030131-296,ttpal,tocopherol (alpha) transfer protein-like
ZDB-GENE-030131-2963,stub1,STIP1 homology and U-Box containing protein 1
ZDB-GENE-030131-2965,lrrc8c,leucine rich repeat containing 8 VRAC subunit C
ZDB-GENE-030131-2969,rnf10,ring finger protein 10
ZDB-GENE-030131-2974,mtor,mechanistic target of rapamycin kinase
ZDB-GENE-030131-2976,orc6,"origin recognition complex, subunit 6"
ZDB-GENE-030131-2978,qser1,glutamine and serine rich 1
ZDB-GENE-030131-2987,hbs1l,HBS1-like translational GTPase
ZDB-GENE-030131-2991,klf10,Kruppel like factor 10
ZDB-GENE-030131-2993,farp2,"FERM, RhoGEF and pleckstrin domain protein 2"
ZDB-GENE-030131-2997,ska3,spindle and kinetochore associated complex subunit 3
ZDB-GENE-030131-3007,mllt11,MLLT11 transcription factor 7 cofactor
ZDB-GENE-030131-3022,rbm5,RNA binding motif protein 5
ZDB-GENE-030131-3023,slc39a6,solute carrier family 39 member 6
ZDB-GENE-030131-3026,dapk3,death-associated protein kinase 3
ZDB-GENE-030131-3036,dazap2,DAZ associated protein 2
ZDB-GENE-030131-3038,bri3,brain protein I3
ZDB-GENE-030131-304,psmc6,"proteasome 26S subunit, ATPase 6"
ZDB-GENE-030131-3043,ercc3,excision repair cross-complementation group 3
ZDB-GENE-030131-3055,usp19,ubiquitin specific peptidase 19
ZDB-GENE-030131-306,naa35,"N-alpha-acetyltransferase 35, NatC auxiliary subunit"
ZDB-GENE-030131-3062,xpo4,exportin 4
ZDB-GENE-030131-3065,slc44a2,solute carrier family 44 member 2 (CTL2 blood group)
ZDB-GENE-030131-3085,eif2s2,"eukaryotic translation initiation factor 2, subunit 2 beta"
ZDB-GENE-030131-3097,rad54l2,RAD54 like 2
ZDB-GENE-030131-31,rgs6,regulator of G protein signaling 6
ZDB-GENE-030131-3108,slc35e2b,solute carrier family 35 member E2B
ZDB-GENE-030131-3112,nob1,NIN1 (RPN12) binding protein 1 homolog
ZDB-GENE-030131-3113,pan2,poly(A) specific ribonuclease subunit PAN2
ZDB-GENE-030131-3124,snd1,staphylococcal nuclease and tudor domain containing 1
ZDB-GENE-030131-3127,chsy1,chondroitin sulfate synthase 1
ZDB-GENE-030131-3133,bhlhe40,"basic helix-loop-helix family, member e40"
ZDB-GENE-030131-3135,tbc1d8b,TBC1 domain family member 8B
ZDB-GENE-030131-3148,hmga2,high mobility group AT-hook 2
ZDB-GENE-030131-3157,dhodh,dihydroorotate dehydrogenase
ZDB-GENE-030131-3161,npc1,"Niemann-Pick disease, type C1"
ZDB-GENE-030131-3167,mmachc,metabolism of cobalamin associated C
ZDB-GENE-030131-3187,ap1g1,adaptor related protein complex 1 subunit gamma 1
ZDB-GENE-030131-3189,zdhhc6,zDHHC palmitoyltransferase 6
ZDB-GENE-030131-3191,eme1,essential meiotic structure-specific endonuclease 1
ZDB-GENE-030131-3196,smc3,structural maintenance of chromosomes 3
ZDB-GENE-030131-3197,zmat2,"zinc finger, matrin-type 2"
ZDB-GENE-030131-3200,bptf,bromodomain PHD finger transcription factor
ZDB-GENE-030131-3202,clic1,chloride intracellular channel 1
ZDB-GENE-030131-3205,ubiad1,UbiA prenyltransferase domain containing 1
ZDB-GENE-030131-3207,taf2,"TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
ZDB-GENE-030131-3208,oga,O-GlcNAcase
ZDB-GENE-030131-321,cdk9,cyclin-dependent kinase 9 (CDC2-related kinase)
ZDB-GENE-030131-3217,apol1,"apolipoprotein L, 1"
ZDB-GENE-030131-3222,tmem165,transmembrane protein 165
ZDB-GENE-030131-3224,wdtc1,WD and tetratricopeptide repeats 1
ZDB-GENE-030131-3232,hdac6,histone deacetylase 6
ZDB-GENE-030131-3246,atxn2l,ataxin 2-like
ZDB-GENE-030131-3251,ppp6r3,"protein phosphatase 6, regulatory subunit 3"
ZDB-GENE-030131-3256,cenpt,centromere protein T
ZDB-GENE-030131-3264,fermt1,FERM domain containing kindlin 1
ZDB-GENE-030131-3272,zc3h11a,zinc finger CCCH-type containing 11A
ZDB-GENE-030131-3275,cpsf3,cleavage and polyadenylation specific factor 3
ZDB-GENE-030131-3277,taldo1,transaldolase 1
ZDB-GENE-030131-3278,sclt1,sodium channel and clathrin linker 1
ZDB-GENE-030131-3281,cyb5r3,cytochrome b5 reductase 3
ZDB-GENE-030131-3286,zfyve26,"zinc finger, FYVE domain containing 26"
ZDB-GENE-030131-3290,gosr2,golgi SNAP receptor complex member 2
ZDB-GENE-030131-3294,ogfod1,2-oxoglutarate and iron-dependent oxygenase domain containing 1
ZDB-GENE-030131-3299,slc25a16,solute carrier family 25 member 16
ZDB-GENE-030131-3306,hltf,helicase-like transcription factor
ZDB-GENE-030131-333,wdr82,WD repeat domain 82
ZDB-GENE-030131-337,h1-0,H1.0 linker histone
ZDB-GENE-030131-3374,micu2,mitochondrial calcium uptake 2
ZDB-GENE-030131-3375,aup1,AUP1 lipid droplet regulating VLDL assembly factor
ZDB-GENE-030131-3389,wdr81,WD repeat domain 81
ZDB-GENE-030131-3399,dst,dystonin
ZDB-GENE-030131-340,gldc,glycine dehydrogenase (decarboxylating)
ZDB-GENE-030131-3406,rif1,replication timing regulatory factor 1
ZDB-GENE-030131-3410,arl11,ADP-ribosylation factor-like 11
ZDB-GENE-030131-3421,dgcr8,DGCR8 microprocessor complex subunit
ZDB-GENE-030131-3445,dicer1,"dicer 1, ribonuclease type III"
ZDB-GENE-030131-3464,snupn,snurportin 1
ZDB-GENE-030131-3497,mylk3,myosin light chain kinase 3
ZDB-GENE-030131-3502,bloc1s5,"biogenesis of lysosomal organelles complex-1, subunit 5, muted"
ZDB-GENE-030131-3507,papola,poly(A) polymerase alpha
ZDB-GENE-030131-3522,chfr,"checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase"
ZDB-GENE-030131-3527,e2f7,E2F transcription factor 7
ZDB-GENE-030131-3539,ctsh,cathepsin H
ZDB-GENE-030131-3543,actr6,actin related protein 6
ZDB-GENE-030131-3544,gtf2b,general transcription factor IIB
ZDB-GENE-030131-3548,dennd10,DENN domain containing 10
ZDB-GENE-030131-355,rprd1b,regulation of nuclear pre-mRNA domain containing 1B
ZDB-GENE-030131-3552,rccd1,RCC1 domain containing 1
ZDB-GENE-030131-3553,sec22a,"SEC22 homolog A, vesicle trafficking protein"
ZDB-GENE-030131-3554,firrm,fignl1 interacting regulator of recombination and mitosis
ZDB-GENE-030131-3562,cpne1,copine I
ZDB-GENE-030131-3586,fnip1,folliculin interacting protein 1
ZDB-GENE-030131-3595,pofut2,protein O-fucosyltransferase 2
ZDB-GENE-030131-3625,las1l,LAS1 like ribosome biogenesis factor
